ID_Empleado,Nombre,Region,Fecha,Hora_Entrada,Hora_Salida,Horas_Extras,Ausentismo
48,Empleado_48,Oeste,2024-02-28,2024-10-16 08:30:00,2024-10-16 16:37:00,0,False
10,Empleado_10,Oeste,2024-08-04,2024-06-21 09:06:00,2024-06-21 18:15:00,0,False
33,Empleado_33,Centro,2024-03-13,2024-08-21 07:14:00,2024-08-21 15:36:00,0,False
30,Empleado_30,Sur,2024-05-26,2024-08-17 07:38:00,2024-08-17 17:24:00,0,True
51,Empleado_51,Sur,2024-06-02,2024-10-11 07:34:00,2024-10-11 17:31:00,0,True
86,Empleado_86,Oeste,2024-10-04,2024-11-09 09:43:00,2024-11-09 19:24:00,2,True
95,Empleado_95,Oeste,2024-10-02,2024-08-25 08:22:00,2024-08-25 17:03:00,0,False
87,Empleado_87,Norte,2024-11-23,2024-07-28 07:11:00,2024-07-28 16:52:00,0,True
92,Empleado_92,Centro,2024-10-14,2024-09-20 09:42:00,2024-09-20 19:30:00,2,True
84,Empleado_84,Sur,2024-02-21,2024-04-12 07:41:00,2024-04-12 15:46:00,0,False
11,Empleado_11,Oeste,2024-11-08,2024-11-27 08:23:00,2024-11-27 18:15:00,0,False
67,Empleado_67,Este,2024-03-05,2024-04-08 09:56:00,2024-04-08 20:36:00,1,False
85,Empleado_85,Este,2024-12-05,2024-03-26 07:37:00,2024-03-26 15:17:00,0,False
63,Empleado_63,Centro,2024-10-18,2024-04-03 09:18:00,2024-04-03 17:53:00,0,True
18,Empleado_18,Centro,2024-02-19,2024-10-13 08:18:00,2024-10-13 16:59:00,0,True
5,Empleado_5,Sur,2024-04-07,2024-04-26 08:33:00,2024-04-26 18:39:00,0,False
49,Empleado_49,Este,2024-02-04,2024-03-14 09:06:00,2024-03-14 18:58:00,0,True
42,Empleado_42,Oeste,2024-06-05,2024-12-23 08:45:00,2024-12-23 18:46:00,0,False
83,Empleado_83,Sur,2024-01-19,2024-06-13 08:13:00,2024-06-13 18:48:00,0,False
36,Empleado_36,Este,2024-10-09,2024-01-18 08:18:00,2024-01-18 16:43:00,0,True
96,Empleado_96,Este,2024-01-26,2024-03-04 07:31:00,2024-03-04 17:48:00,0,True
78,Empleado_78,Norte,2024-05-07,2024-02-26 09:29:00,2024-02-26 17:50:00,0,True
2,Empleado_2,Oeste,2024-10-05,2024-11-08 08:52:00,2024-11-08 17:51:00,0,False
84,Empleado_84,Este,2024-05-09,2024-10-09 09:14:00,2024-10-09 16:23:00,0,False
6,Empleado_6,Este,2024-12-12,2024-11-25 08:11:00,2024-11-25 16:17:00,0,False
90,Empleado_90,Este,2024-06-27,2024-04-19 07:18:00,2024-04-19 16:05:00,0,False
10,Empleado_10,Este,2024-01-24,2024-08-11 09:07:00,2024-08-11 17:31:00,0,True
35,Empleado_35,Oeste,2024-08-02,2024-06-08 07:53:00,2024-06-08 15:09:00,0,False
31,Empleado_31,Este,2024-08-01,2024-04-08 07:17:00,2024-04-08 14:17:00,0,True
100,Empleado_100,Sur,2024-08-20,2024-07-25 07:52:00,2024-07-25 17:44:00,0,False
33,Empleado_33,Este,2024-10-20,2024-11-02 07:54:00,2024-11-02 15:24:00,0,True
98,Empleado_98,Oeste,2024-08-26,2024-02-12 09:52:00,2024-02-12 20:26:00,1,False
76,Empleado_76,Sur,2024-05-06,2024-04-25 08:22:00,2024-04-25 19:17:00,2,True
83,Empleado_83,Sur,2024-08-25,2024-07-25 09:08:00,2024-07-25 16:38:00,0,False
52,Empleado_52,Este,2024-06-24,2024-04-18 07:00:00,2024-04-18 16:04:00,0,True
2,Empleado_2,Oeste,2024-03-16,2024-09-22 09:37:00,2024-09-22 17:30:00,0,False
41,Empleado_41,Este,2024-12-17,2024-02-18 08:49:00,2024-02-18 19:15:00,1,True
94,Empleado_94,Norte,2024-05-12,2024-04-24 09:44:00,2024-04-24 18:03:00,0,False
64,Empleado_64,Este,2024-04-11,2024-02-21 07:35:00,2024-02-21 15:58:00,0,True
77,Empleado_77,Centro,2024-10-02,2024-09-04 08:12:00,2024-09-04 17:04:00,0,False
55,Empleado_55,Sur,2024-12-23,2024-11-16 09:17:00,2024-11-16 17:48:00,0,True
22,Empleado_22,Norte,2024-08-21,2024-11-13 07:19:00,2024-11-13 15:05:00,0,False
2,Empleado_2,Este,2024-10-14,2024-05-11 09:00:00,2024-05-11 17:38:00,0,True
42,Empleado_42,Este,2024-12-04,2024-03-09 09:52:00,2024-03-09 17:46:00,0,False
83,Empleado_83,Sur,2024-10-26,2024-06-20 08:11:00,2024-06-20 15:34:00,0,True
38,Empleado_38,Centro,2024-12-22,2024-02-02 07:49:00,2024-02-02 17:07:00,0,True
67,Empleado_67,Norte,2024-01-25,2024-04-21 08:12:00,2024-04-21 19:05:00,0,False
65,Empleado_65,Este,2024-09-16,2024-01-14 08:05:00,2024-01-14 18:20:00,0,True
25,Empleado_25,Centro,2024-11-21,2024-02-06 07:33:00,2024-02-06 16:01:00,0,True
1,Empleado_1,Sur,2024-12-19,2024-02-20 08:53:00,2024-02-20 17:44:00,0,False
86,Empleado_86,Sur,2024-02-24,2024-06-20 09:31:00,2024-06-20 20:02:00,2,False
4,Empleado_4,Sur,2024-05-15,2024-08-16 09:55:00,2024-08-16 17:08:00,0,True
43,Empleado_43,Oeste,2024-02-02,2024-07-21 08:46:00,2024-07-21 17:11:00,0,False
1,Empleado_1,Sur,2024-08-05,2024-08-07 08:45:00,2024-08-07 18:50:00,0,True
73,Empleado_73,Norte,2024-06-14,2024-01-20 07:45:00,2024-01-20 18:02:00,0,False
67,Empleado_67,Centro,2024-02-01,2024-05-13 07:18:00,2024-05-13 18:10:00,0,False
75,Empleado_75,Este,2024-03-08,2024-08-11 09:31:00,2024-08-11 16:44:00,0,True
4,Empleado_4,Este,2024-06-22,2024-02-22 08:57:00,2024-02-22 17:35:00,0,True
24,Empleado_24,Este,2024-10-06,2024-05-02 07:30:00,2024-05-02 15:40:00,0,False
83,Empleado_83,Centro,2024-08-14,2024-10-01 09:35:00,2024-10-01 18:48:00,0,False
99,Empleado_99,Oeste,2024-01-18,2024-10-20 09:16:00,2024-10-20 19:39:00,0,True
76,Empleado_76,Norte,2024-11-08,2024-05-23 07:06:00,2024-05-23 16:03:00,0,True
63,Empleado_63,Sur,2024-08-25,2024-03-22 09:26:00,2024-03-22 18:49:00,0,True
84,Empleado_84,Sur,2024-05-19,2024-03-04 09:24:00,2024-03-04 19:41:00,1,False
67,Empleado_67,Este,2024-05-20,2024-05-15 07:44:00,2024-05-15 18:37:00,0,False
77,Empleado_77,Este,2024-07-08,2024-07-19 08:03:00,2024-07-19 18:52:00,0,True
59,Empleado_59,Norte,2024-07-15,2024-11-17 09:26:00,2024-11-17 18:12:00,0,True
90,Empleado_90,Centro,2024-05-20,2024-10-07 08:06:00,2024-10-07 19:04:00,2,True
98,Empleado_98,Centro,2024-01-22,2024-08-01 07:10:00,2024-08-01 16:28:00,0,True
89,Empleado_89,Centro,2024-11-12,2024-08-15 07:49:00,2024-08-15 15:03:00,0,False
36,Empleado_36,Sur,2024-04-21,2024-10-22 07:35:00,2024-10-22 16:04:00,0,True
34,Empleado_34,Norte,2024-08-24,2024-12-13 09:00:00,2024-12-13 19:37:00,1,False
40,Empleado_40,Sur,2024-09-20,2024-10-05 08:45:00,2024-10-05 18:32:00,0,True
82,Empleado_82,Sur,2024-10-06,2024-04-21 08:18:00,2024-04-21 18:24:00,0,True
29,Empleado_29,Sur,2024-01-09,2024-04-03 09:03:00,2024-04-03 17:54:00,0,False
81,Empleado_81,Sur,2024-12-11,2024-05-20 09:45:00,2024-05-20 16:49:00,0,False
82,Empleado_82,Oeste,2024-02-23,2024-04-17 07:02:00,2024-04-17 16:18:00,0,False
31,Empleado_31,Centro,2024-06-13,2024-05-07 07:37:00,2024-05-07 16:51:00,0,False
66,Empleado_66,Sur,2024-12-01,2024-01-12 08:31:00,2024-01-12 18:46:00,0,True
100,Empleado_100,Sur,2024-10-26,2024-05-15 07:01:00,2024-05-15 17:19:00,0,True
87,Empleado_87,Norte,2024-08-22,2024-05-24 07:18:00,2024-05-24 17:46:00,0,False
31,Empleado_31,Norte,2024-04-07,2024-10-01 09:46:00,2024-10-01 17:31:00,0,True
59,Empleado_59,Centro,2024-02-15,2024-06-27 09:57:00,2024-06-27 20:35:00,1,False
59,Empleado_59,Oeste,2024-09-25,2024-02-26 08:02:00,2024-02-26 18:43:00,0,True
78,Empleado_78,Centro,2024-08-08,2024-03-02 07:55:00,2024-03-02 17:10:00,0,True
25,Empleado_25,Sur,2024-12-16,2024-10-22 09:28:00,2024-10-22 17:59:00,0,True
96,Empleado_96,Sur,2024-11-08,2024-09-16 07:43:00,2024-09-16 17:54:00,0,True
79,Empleado_79,Oeste,2024-05-03,2024-06-27 09:08:00,2024-06-27 20:03:00,0,True
91,Empleado_91,Centro,2024-11-25,2024-03-26 07:18:00,2024-03-26 17:24:00,0,True
2,Empleado_2,Este,2024-05-02,2024-10-23 08:13:00,2024-10-23 15:27:00,0,False
8,Empleado_8,Centro,2024-10-15,2024-10-16 08:47:00,2024-10-16 18:57:00,0,True
53,Empleado_53,Centro,2024-08-05,2024-01-16 09:59:00,2024-01-16 20:10:00,0,True
52,Empleado_52,Sur,2024-03-23,2024-05-23 09:47:00,2024-05-23 17:54:00,0,True
38,Empleado_38,Oeste,2024-12-23,2024-09-18 07:12:00,2024-09-18 16:58:00,0,False
83,Empleado_83,Este,2024-03-16,2024-12-23 08:04:00,2024-12-23 18:34:00,0,False
3,Empleado_3,Sur,2024-01-26,2024-01-11 08:36:00,2024-01-11 16:22:00,0,False
39,Empleado_39,Este,2024-01-22,2024-08-16 07:46:00,2024-08-16 18:12:00,0,True
73,Empleado_73,Norte,2024-06-17,2024-10-05 08:43:00,2024-10-05 16:15:00,0,False
48,Empleado_48,Este,2024-02-27,2024-08-18 09:12:00,2024-08-18 18:38:00,0,False
55,Empleado_55,Centro,2024-12-20,2024-08-08 07:02:00,2024-08-08 17:42:00,0,False
15,Empleado_15,Oeste,2024-12-12,2024-08-09 07:41:00,2024-08-09 18:37:00,0,False
70,Empleado_70,Oeste,2024-06-25,2024-06-19 08:45:00,2024-06-19 18:25:00,0,True
31,Empleado_31,Sur,2024-12-25,2024-06-24 08:00:00,2024-06-24 16:41:00,0,False
72,Empleado_72,Sur,2024-10-25,2024-02-12 08:45:00,2024-02-12 17:40:00,0,False
54,Empleado_54,Centro,2024-07-03,2024-10-22 09:38:00,2024-10-22 17:59:00,0,False
54,Empleado_54,Este,2024-05-02,2024-07-01 09:40:00,2024-07-01 19:24:00,2,True
63,Empleado_63,Este,2024-12-14,2024-11-26 07:21:00,2024-11-26 14:33:00,0,True
18,Empleado_18,Oeste,2024-06-07,2024-09-02 07:03:00,2024-09-02 16:24:00,0,False
67,Empleado_67,Este,2024-10-17,2024-07-17 08:31:00,2024-07-17 17:02:00,0,False
95,Empleado_95,Centro,2024-06-13,2024-12-12 08:18:00,2024-12-12 15:34:00,0,True
15,Empleado_15,Norte,2024-12-15,2024-01-16 08:05:00,2024-01-16 17:13:00,0,False
40,Empleado_40,Oeste,2024-04-27,2024-07-10 07:36:00,2024-07-10 15:12:00,0,True
66,Empleado_66,Centro,2024-12-03,2024-07-20 09:39:00,2024-07-20 18:35:00,0,False
96,Empleado_96,Norte,2024-07-04,2024-04-26 07:32:00,2024-04-26 15:02:00,0,False
20,Empleado_20,Norte,2024-04-05,2024-08-12 08:11:00,2024-08-12 18:20:00,0,False
52,Empleado_52,Oeste,2024-03-13,2024-10-26 08:15:00,2024-10-26 15:32:00,0,False
88,Empleado_88,Sur,2024-12-03,2024-11-09 08:40:00,2024-11-09 18:42:00,0,True
